Supplier ID,Name,Canonical SMILES
SPE01503968,TACROLIMUS,COC1CC(CCC1O)C=C(C)C1OC(=O)C2CCCCN2C(=O)C(=O)C2(O)OC(C(CC(C)CC(C)=CC(CC=C)C(=O)CC(O)C1C)OC)C(CC2C)OC
SPE01505706,MUPIROCIN,CC(O)C(C)C1OC1CC1COC(CC(C)=CC(=O)OCCCCCCCCC(O)=O)C(O)C1O
SPE00330001,DACTINOMYCIN,CC(C)C1NC(=O)C(NC(=O)c2ccc(C)c3Oc4c(C)c(=O)c(N)c(C(=O)NC5C(C)OC(=O)C(C(C)C)N(C)C(=O)CN(C)C(=O)C6CCCC6C(=O)C(NC5=O)C(C)C)c4=Nc32)C(C)OC(=O)C(C(C)C)N(C)C(=O)CN(C)C(=O)C2CCCC2C1=O
SPE01503009,BIOTIN,OC(=O)CCCCC1SCC2NC(=O)NC21
SPE01501203,RETINOL,CC(=CCO)C=CC=C(C)C=CC1=C(C)CCCC1(C)C
SPE01500223,DAUNORUBICIN,COc1cccc2c(=O)c3c(O)c4CC(O)(CC(OC5CC(N)C(O)C(C)O5)c4c(O)c3c(=O)c12)C(C)=O
SPE01500801,ALLANTOIN,NC(=O)NC1NC(=O)NC1=O
SPE01500131,ATROPINE SULFATE,CN1C2CCC1CC(C2)OC(=O)C(CO)c1ccccc1.OS(O)(=O)=O
SPE01503977,LOVASTATIN,CCC(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C12
SPE01505482,NETILMICIN SULFATE,CCNC1CC(N)C(OC2OC(CN)=CCC2N)C(O)C1OC1OCC(C)(O)C(NC)C1O.OS(O)(=O)=O.OS(O)(=O)=O
SPE01503134,MENTHOL(-),CC(C)C1CCC(C)CC1O
SPE01300043,SORBITOL,OCC(O)C(O)C(O)C(O)CO
SPE01505430,FLUROTHYL,FC(F)(F)COCC(F)(F)F
SPE01500807,ADENINE,Nc1ncnc2ncnc12
SPE01500134,BACITRACIN,CCC(C)C(N)C1SCC(N=1)C(=O)NC(CC(C)C)C(=O)NC(CCC(O)=O)C(=O)NC(C(C)CC)C(=O)NCCCCC1NC(=O)C(CC(N)=O)NC(=O)C(CC(O)=O)NC(=O)C(Cc2cncn2)NC(=O)C(Cc2ccccc2)NC(=O)C(NC(=O)C(CCCN)NC1=O)C(C)CC
SPE01500224,DEFEROXAMINE MESYLATE,CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN.CS(O)(=O)=O
SPE01504008,SIROLIMUS,COC1CC(CCC1O)CC(C)C1CC(=O)C(C)C=C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C(C)C(CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)O1)OC
SPE01505672,VINCRISTINE SULFATE,CCC1(O)CC2CN(CCc3c(nc4ccccc43)C(C2)(C(=O)OC)c2cc3c(cc2OC)N(C=O)C2C(O)(C(OC(C)=O)C4(CC)C=CCN5CCC23C54)C(=O)OC)C1.OS(O)(=O)=O
SPE01500839,CINCHONIDINE,OC(C1CC2CCN1CC2C=C)c1ccnc2ccccc21
SPE01503216,FILIPIN,CCCCCC(O)C1C(O)CC(O)CC(O)CC(O)CC(O)CC(O)CC(O)C(C)=CC=CC=CC=CC=CC(O)C(C)OC1=O
SPE00330002,MITOMYCIN C,COC12C(COC(N)=O)c3c(=O)c(N)c(C)c(=O)c3N1CC1NC12
SPE01500143,beta-CAROTENE,CC1CCCC(C)(C)C=1C=CC(C)=CC=CC(C)=CC=CC=C(C)C=CC=C(C)C=CC1=C(C)CCCC1(C)C
SPE01504105,TANNIC ACID,Oc1cc(cc(O)c1O)C(=O)Oc1cc(cc(O)c1O)C(=O)OCC1OC(OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)C(OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)C(OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)C1OC(=O)c1cc(O)c(O)c(OC(=O)c2cc(O)c(O)c(O)c2)c1
SPE01500246,DIGITOXIN,CC1OC(CC(O)C1O)OC1C(O)CC(OC1C)OC1C(O)CC(OC1C)OC1CCC2(C)C(CCC3C2CCC2(C)C(CCC32O)C2COC(=O)C=2)C1
SPE01503692,BLEOMYCIN (bleomycin B2 shown),CCC1OC(OC(C(NC(=O)c2nc(nc(N)c2C)C(CC(N)=O)NCC(N)C(N)=O)C(=O)NC(C)C(O)C(C)C(=O)NC(C(C)O)C(=O)NCCc2scc(n2)c2scc(n2)C(=O)NCCCCNC(N)=N)c2cncn2)C(OC2OC(CO)C(O)C(OC(N)=O)C2O)C(C)C1C.OS(O)(=O)=O.OS(O)(=O)=O
SPE01505707,TEICOPLANIN [A(2-1) shown],CCCCCC=CCCC(=O)NC1C(O)C(O)C(CO)OC1Oc1c2Oc3ccc(CC4NC(=O)C(N)c5ccc(O)c(Oc6cc(O)cc(c6)C(NC4=O)C(=O)NC4C(=O)NC6C(=O)NC(C(OC7OC(CO)C(O)C(O)C7NC(C)=O)c7ccc(Oc1cc4c2)c(Cl)c7)C(=O)NC(C(O)=O)c1cc(O)cc(OC2OC(CO)C(O)C(O)C2O)c1c1cc6ccc1O)c5)cc3Cl
SPE01503228,PAROMOMYCIN SULFATE,NCC1OC(OC2C(O)C(OC2CO)OC2C(O)C(N)CC(N)C2OC2OC(CO)C(O)C(O)C2N)C(N)C(O)C1O.OS(O)(=O)=O
SPE01501205,LANATOSIDE C,CC1OC(CC(O)C1OC1CC(O)C(OC2CC(OC(C)=O)C(OC3OC(CO)C(O)C(O)C3O)C(C)O2)C(C)O1)OC1CCC2(C)C(CCC3C2CC(O)C2(C)C(CCC32O)C2COC(=O)C=2)C1
SPE01504078,SENNOSIDE A,OCC1OC(Oc2cccc3C(C4c5cccc(OC6OC(CO)C(O)C(O)C6O)c5C(=O)c5c(O)cc(cc45)C(O)=O)c4cc(cc(O)c4C(=O)c23)C(O)=O)C(O)C(O)C1O
SPE01500667,ADENOSINE PHOSPHATE,Nc1ncnc2n(cnc12)C1OC(COP(O)(O)=O)C(O)C1O
SPE01500155,CAFFEINE,Cn1cnc2N(C)C(=O)N(C)C(=O)c12
SPE01500247,DIGOXIN,CC1OC(CC(O)C1O)OC1C(O)CC(OC1C)OC1C(O)CC(OC1C)OC1CCC2(C)C(CCC3C2CC(O)C2(C)C(CCC32O)C2COC(=O)C=2)C1
SPE01505249,APRAMYCIN,CNC1C(O)C2OC(OC3C(N)CC(N)C(O)C3O)C(N)CC2OC1OC1OC(CO)C(N)C(O)C1O
SPE01503244,LASALOCID SODIUM,[Na+].[O-]C(=O)c1c(O)c(C)ccc1CCC(C)C(O)C(C)C(=O)C(CC)C1OC(CC)(CC1C)C1CCC(O)(CC)C(C)O1
SPE00300024,HYDROCORTISONE,CC12CCC(=O)C=C1CCC1C3CCC(O)(C(=O)CO)C3(C)CC(O)C12
SPE01505955,COLISTIN SULFATE,CCC(C)C1NC(=O)C(CCN)NC(=O)C(CCNC(=O)C(NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(NC1=O)C(C)CC)C(C)O)NC(=O)C(CCN)NC(=O)C(NC(=O)C(CCN)NC(=O)CCCCC(C)C)C(C)O.OS(O)(=O)=O.OS(O)(=O)=O
SPE01502202,CYCLOSPORINE,CC=CCC(C)C(O)C1C(=O)NC(CC)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1(C)
SPE01500107,ADENOSINE,Nc1ncnc2n(cnc12)C1OC(CO)C(O)C1O
SPE01500249,DIHYDROSTREPTOMYCIN SULFATE,CNC1C(O)C(O)C(CO)OC1OC1C(OC(C)C1(O)CO)OC1C(O)C(O)C(NC(N)=N)C(O)C1NC(N)=N.OS(O)(=O)=O
SPE01500156,CAMPHOR (1R),CC1(C)C2CCC1(C)C(=O)C2
SPE01300030,OMEGA-3-ACID ESTERS (EPA shown),CCOC(=O)CCCC=CCC=CCC=CCC=CCC=CCC
SPE02300259,NICOTINE DITARTRATE,CN1CCCC1c1cccnc1.OC(C(O)C(O)=O)C(O)=O.OC(C(O)C(O)=O)C(O)=O
SPE01505172,ACARBOSE,CC1OC(OC2C(O)C(O)C(OC2CO)OC2C(O)C(O)C(O)OC2CO)C(O)C(O)C1NC1C=C(CO)C(O)C(O)C1O
SPE01503423,SPIRAMYCIN,COC1C(O)CC(=O)OC(C)CC=CC=CC(OC2CCC(C(C)O2)N(C)C)C(C)CC(CC=O)C1OC1OC(C)C(OC2CC(C)(O)C(O)C(C)O2)C(C1O)N(C)C
SPE01502230,ASCORBIC ACID,OCC(O)C1OC(=O)C(O)=C1O
SPE01500157,CAPREOMYCIN SULFATE,NCCCC(N)CC(=O)NCC1NC(=O)C(CO)NC(=O)C(N)CNC(=O)C(NC(=O)C(NC1=O)=CNC(N)=O)C1CCNC(=N)N1.OS(O)(=O)=O
SPE01500272,EMETINE,Cl.Cl.CCC1CN2CCc3cc(OC)c(OC)cc3C2CC1CC1NCCc2cc(OC)c(OC)cc12
SPE01500104,ACETYLCHOLINE,[ClH-].CC(=O)OCC[N+](C)(C)C
SPE01502254,MENADIONE,Cc1cc(=O)c2ccccc2c1=O
SPE02300332,PODOFILOX,COc1cc(cc(OC)c1OC)C1C2C(COC2=O)C(O)c2cc3OCOc3cc12
SPE01505312,TYLOSIN TARTRATE,CCC1OC(=O)CC(O)C(C)C(OC2OC(C)C(OC3CC(C)(O)C(O)C(C)O3)C(C2O)N(C)C)C(CC=O)CC(C)C(=O)C=CC(C)=CC1COC1OC(C)C(O)C(OC)C1OC
SPE01300018,GLUTAMINE (L),NC(CCC(N)=O)C(O)=O
SPE00200046,GRISEOFULVIN,COc1cc(OC)c2C(=O)C3(Oc2c1Cl)C(C)CC(=O)C=C3OC
SPE01500186,CHLORTETRACYCLINE HYDROCHLORIDE,CN(C)C1C2CC3C(=C(O)C2(O)C(=O)C(C(N)=O)=C1O)C(=O)c1c(O)ccc(Cl)c1C3(C)O
SPE01503428,CHOLINE CHLORIDE,[ClH-].C[N+](C)(C)CCO
SPE01500273,"EPHEDRINE (1R,2S) HYDROCHLORIDE",Cl.CNC(C)C(O)c1ccccc1
SPE01503705,ANETHOLE,COc1ccc(C=CC)cc1
SPE02300205,LEVODOPA,NC(Cc1ccc(O)c(O)c1)C(O)=O
SPE01505453,PYRIDOXINE,Cc1ncc(CO)c(CO)c1O
SPE01300028,MANNITOL,OCC(O)C(O)C(O)C(O)CO
SPE00310039,alpha-TOCHOPHEROL,CC(C)CCCC(C)CCCC(C)CCCC1(C)CCc2c(C)c(O)c(C)c(C)c2O1
SPE01502255,SALICIN,OCC1OC(Oc2ccccc2CO)C(O)C(O)C1O
SPE01500205,COLCHICINE,COC1=CC=C2C(=CC1=O)C(CCc1cc(OC)c(OC)c(OC)c12)NC(C)=O
SPE01500274,ADRENALINE BITARTRATE,CNCC(O)c1ccc(O)c(O)c1.OC(C(O)C(O)=O)C(O)=O
SPE01300027,IVERMECTIN,CCC(C)C1OC2(CCC1C)CC1CC(CC=C(C)C(OC3CC(OC)C(OC4CC(OC)C(O)C(C)O4)C(C)O3)C(C)C=CC=C3COC4C(O)C(C)=CC(C(=O)O1)C43O)O2
SPE01503804,COLFORSIN,CC(=O)OC1C(O)C2C(C)(C)CCC(O)C2(C)C2(O)C(=O)CC(C)(OC12C)C=C
SPE01505397,NIACINAMIDE,NC(=O)c1cccnc1
SPE01502258,MONENSIN SODIUM (monensin A is shown),[Na+].[O-]C(=O)C(C)C(OC)C(C)C1OC2(CCC(C)(O2)C2CCC(CC)(O2)C2OC(CC2C)C2OC(O)(CC)C(C)CC2C)CC(O)C1C
SPE00210369,GALLIC ACID,OC(=O)c1cc(O)c(O)c(O)c1
SPE00310040,alpha-TOCHOPHERYL ACETATE,CC(C)CCCC(C)CCCC(C)CCCC1(C)CCc2c(C)c(OC(C)=O)c(C)c(C)c2O1
SPE01500208,COTININE,CN1C(CCC1=O)c1cccnc1
SPE01500275,EQUILIN,CC12CCC3C(=CCc4cc(O)ccc34)C1CCC2=O
SPE01505347,RIBOFLAVIN,Cc1cc2N=C3C(=O)NC(=O)N=C3N(CC(O)C(O)C(O)CO)c2cc1C
SPE01505464,THIAMINE,[ClH-].Cl.Cc1nc(N)cc(C[n+]2csc(CCO)c2C)n1
SPE01503908,PACLITAXEL,CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C
SPE00310035,SANGUINARINE SULFATE,[O-]S(O)(=O)=O.C[n+]1cc2c3OCOc3ccc2c2ccc3cc4OCOc4cc3c21
SPE01400208,COUMARIN,O=C1Oc2ccccc2C=C1
SPE01503007,BETAINE HYDROCHLORIDE,Cl.[O-]C(=O)C[N+](C)(C)C
SPE01500215,CYCLOSERINE,NC1CONC1=O
SPE01500277,ERGONOVINE MALEATE,CC(CO)NC(=O)C1CN(C)C2Cc3cnc4cccc(C2=C1)c34.OC(=O)C=CC(O)=O
SPE01500260,PYRITHIONE ZINC,S=C1CC=CC=N1O[Zn]ON1C=CC=CC1=S
SPE01500523,QUINIDINE GLUCONATE,COc1ccc2nccc(C(O)C3CC4CCN3CC4C=C)c2c1.OCC(O)C(O)C(O)C(O)C(O)=O
SPE01500101,ACETAMINOPHEN,CC(=O)Nc1ccc(O)cc1
SPE01500102,ACETAZOLAMIDE,CC(=O)Nc1sc(nn1)S(N)(=O)=O
SPE01500280,ERYTHROMYCIN,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(C2O)N(C)C)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O
SPE01500283,ESTRADIOL CYPIONATE,CC12CCC3C(CCc4cc(O)ccc34)C1CCC2OC(=O)CCC1CCCC1
SPE01500844,COENZYME B12,[O-]P1(=O)OC(C)CNC(=O)CCC2(C)C(CC(N)=O)C3N4C2=C(C)C2C(CCC(C)=O)C(C)(C)C5=CC6C(CCC(N)=O)C(C)(CC(N)=O)C7=C(C)C8C(CCC(N)=O)C(C)(CC(N)=O)C3(C)N=8[Co+]4(CC3OC(C(O)C3O)n3cnc4c(N)ncnc34)(n3cn(C4OC(CO)C(O1)C4O)c1cc(C)c(C)cc13)(N=67)N5=2
SPE01500663,YOHIMBINE HYDROCHLORIDE,Cl.COC(=O)C1C(O)CCC2CN3CCc4c(nc5ccccc54)C3CC21
SPE01500674,MYCOPHENOLIC ACID,COc1c(C)c2COC(=O)c2c(O)c1CC=C(C)CCC(O)=O
SPE01500282,ESTRADIOL,CC12CCC3C(CCc4cc(O)ccc34)C1CCC2O
SPE01500600,TRYPTOPHAN,NC(Cc1cnc2ccccc12)C(O)=O
SPE01500524,QUININE SULFATE,COc1ccc2nccc(C(O)C3CC4CCN3CC4C=C)c2c1.OS(O)(=O)=O
SPE01500284,ESTRADIOL VALERATE,CCCCC(=O)OC1CCC2C3CCc4cc(O)ccc4C3CCC12C
SPE01500422,NALOXONE HYDROCHLORIDE,Cl.Oc1ccc2CC3N(CCC45C(Oc1c24)C(=O)CCC35O)CC=C
SPE01500261,DISOPYRAMIDE PHOSPHATE,CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C.OP(O)(O)=O
SPE01500847,CHOLESTEROL,CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C
SPE01500262,DISULFIRAM,CCN(CC)C(=S)SSC(=S)N(CC)CC
SPE01500526,RESERPINE,COC1C(CC2CN3CCc4c(nc5cc(OC)ccc54)C3CC2C1C(=O)OC)OC(=O)c1cc(OC)c(OC)c(OC)c1
